Number,Tree,TreeNo,TreeSpecies,PlotNo,Sesh,Occ,SeshOcc,Occ2,Date,Date2,SeshMonth,SeshMonth2,SpeciesCode,Status,Mark,Sex,AgeSex,AgeSex2,SVL,Mass,Location,Cell,Color,Notes,Perch,TL,Date2,Capture_Int1
1281,CE4,4,Castilla elastica,4,C,1,C1,6,10-May-14,41769,May,5,CRAMEG,,,J,J,,,,4NW,C4,,esc,leaf litter,,41769,
1282,CE4,4,Castilla elastica,4,C,1,C1,6,10-May-14,41769,May,5,CRABRA,new,"LF1,RF12",F,F,F,24,1.2,14SE,C14,,,leaf litter,,41769,0
1283,CE4,4,Castilla elastica,4,C,1,C1,6,10-May-14,41769,May,5,CRABRA,,,J,J,J,,,14NW,C14,,esc,leaf litter,,41769,
1284,CE4,4,Castilla elastica,4,C,1,C1,6,10-May-14,41769,May,5,CRABRA,,,J,J,J,,,14NW,C14,,esc,leaf litter,,41769,
1285,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,CRAFIT,new,RF4,J,J,,13,0.1,8SE,C8,,,leaf litter,,41770,
1286,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,NORHUM,,,AD,AD,,,,8NW,C8,,esc,leaf litter,,41770,
1287,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,OOPPUM,new,"LF3,RF2",F,F,F,19,0.6,7NE,C7,,transitions to female; 1.8 m up,stem,,41770,0
1288,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,SPHCHE,,,AD,AD,,,,13SW,C13,,esc,leaf litter,,41770,
1289,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,NORLIM,new,RF2,M,M,,38,0.6,13NE,C13,,15 cm up,log ,,41770,
1290,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,ctenid,,,,,,1,,7SE,C7,long thin brown,,leaf litter,,41770,
1291,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,NORHUM,,,AD,AD,,,,2NW,C2,,esc,leaf litter,,41770,
1292,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,ctenid,,,F,F,,2,,6NW,C6,red wolf,,leaf litter,,41770,
1293,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,ctenid,,,F,F,,2,,16SE,C16,red wolf,,leaf litter,,41770,
1294,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,NORLIM,new,RF3,J,J,,18,,16NE,C16,,,leaf litter,,41770,
1295,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,CRABRA,,,J,J,J,10.5,,16NW,C16,Phyllobates morph,,leaf litter,,41770,
1296,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,OOPPUM,recap,LF24,F,F,F,20.5,0.55,14SE,C14,,,leaf litter,,41770,69
1297,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,OOPPUM,recap,RF3,M,M,M,21,0.8,15SW,C15,,30 cm up,stem,,41770,82
1298,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,ctenid,,,,,,1,,10SE,C10,,,leaf litter,,41770,
1299,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,OOPPUM,new,"LF3,RF3",F,F,F,19.5,0.6,5NW,C5,"ugly, spent",,leaf litter,,41770,0
1300,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,ctenid,,,F,F,,2,,5NW,C5,red wolf,,leaf litter,,41770,
1301,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,ctenid,,,M,M,,3,,5SE,C5,grey wolf,,leaf litter,,41770,
1302,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,CRABRA,new,"LF4,RF23",M,M,M,21,0.75,5NW,C5,brown,,leaf litter,,41770,0
1303,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,ctenid,,,F,F,,2,,5SW,C5,red wolf,,leaf litter,,41770,
1304,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,ctenid,,,,,,1,,1SE,C1,,,leaf litter,,41770,
1305,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,ctenid,,,,,,1,,4NW,C4,,,leaf litter,,41770,
1306,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,SPHCHE,,,AD,AD,,,,9SE,C9,,esc,leaf litter,,41770,
1307,CE6,14,Castilla elastica,6,C,1,C1,6,11-May-14,41770,May,5,CRABRA,,,AD,AD,,,,14SE,C14,brown,esc,leaf litter,,41770,
1308,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,CRABRA,new,"LF3,RF24",M,M,M,17,0.35,1SW,C1,streaked,,leaf litter,,41770,0
1309,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,CRABRA,recap,LF1234-M,M,M,JM,14.5,0.25,1NE,C1,brown,,leaf litter,,41770,89
1310,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,OOPPUM,new,LF14,F,F,F,21,0.75,2NE,C2,,,palm clump; litter,,41770,0
1311,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,CRABRA,,,J,J,J,,,2SE,C2,clay,esc,leaf litter,,41770,
1312,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,OOPPUM,new,"LF4,RF2",J,J,J,18,0.5,8SE,C8,,,leaf litter,,41770,0
1313,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,ctenid,,,F,F,,2,,6NE,C6,red wolf,,leaf litter,,41770,
1314,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,CRABRA,new,"LF4,RF24",M,M,M,19.5,0.65,4SE,C4,brown,,leaf litter,,41770,0
1315,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,CRABRA,,,J,J,J,,,4SW,C4,brown,esc,leaf litter,,41770,
1316,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,CRABRA,,,J,J,J,11.5,0.1,4SW,C4,Phyllobates,,leaf litter,,41770,
1317,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,CRABRA,recap,RF4-B,F,F,F,20,0.65,4SW,C4,brown,,leaf litter,,41770,70
1318,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,CRABRA,new,"LF1,RF13",F,F,F,22,0.85,9SW,C9,brown,,leaf litter,,41770,0
1319,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,CRABRA,new,"LF2,RF13",F,F,JF,19.5,0.6,10SW,C10,black,,leaf litter,,41770,0
1320,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,CRABRA,new,"LF4,RF34",M,M,JM,14,0.25,11SW,C11,streaked,,leaf litter,,41770,0
1321,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,CRABRA,,,J,J,J,,,19SW,C19,brown ,esc,leaf litter,,41770,
1322,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,CRABRA,new,"LF2,RF14",F,F,F,20,0.6,19SW,C19,brown,,leaf litter,,41770,0
1323,DP8,12,Dipteryx panamensis,8,C,1,C1,6,11-May-14,41770,May,5,CRABRA,new,"LF4,RF14",F,F,JF,14,,19NE,C19,streaked,,leaf litter,,41770,0
1324,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,CRABRA,,,J,J,J,11.5,,4NW,C4,brown,,,,41770,
1325,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,CRABRA,,,AD,AD,,,,14NW,C14,brown,esc,,,41770,
1326,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,OOPPUM,new,"LF4,RF3",M,M,M,19.5,0.8,16SW,C16,black throat,buttress,,,41770,0
1327,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,ctenid,,,F,F,,2,,10SW,C10,red wolf,,,,41770,
1328,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,CRABRA,new,"LF23,RF2",M,M,JM,14,0.2,1NW,C1,brown,,,,41770,0
1329,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,CRABRA,,,J,J,J,,,1NE,C1,brown,esc,,,41770,
1330,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,ctenid,,,F,F,,2,,1SE,C1,red wolf,,,,41770,
1331,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,CRAFIT,,,J,J,,10,,6NW,C6,,,,,41770,
1332,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,OOPPUM,recap,"LF2,RF4",,,,,,11SE,C11,,,,,41770,1
1333,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,CRAFIT,,,J,J,,,,11NE,C11,,esc,,,41770,
1334,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,NORHUM,recap,LF1,M,M,,34.5,0.9,16NW,C16,bold dewlap,,,,41770,
1335,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,ctenid,,,F,F,,3,,16NE,C16,red wolf,,,,41770,
1336,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,CRABRA,,,AD,AD,,,,17SW,C17,brown,esc,,,41770,
1337,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,ctenid,,,F,F,,2,,7NW,C7,red wolf,,,,41770,
1338,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,CRABRA,,,AD,AD,,,,7SW,C7,brown,esc,,,41770,
1339,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,CRABRA,recap,RF4,M,M,M,20,0.6,3NE,C3,brown,,,,41770,97
1340,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,CRABRA,recap,RF24,F,F,JF,17.5,0.55,8SW,C8,brown,,,,41770,63
1341,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,CRABRA,new,"LF3,RF13",F,F,J,13,0.3,8NE,C8,brown,,,,41770,0
1342,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,CORCRI,new,LF1,J,J,,38,2.3,8NE,C8,brown/tan,,,,41770,
1343,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,OOPPUM,new,RF12,F,F,F,20.5,0.85,12NE,C12,,,,,41770,0
1344,CE4,4,Castilla elastica,4,C,2,C2,7,11-May-14,41770,May,5,CRAMEG,recap,LF13,,,,,,12NW,C12,black,,,,41770,
1345,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,OOPPUM,recap,LF4,F,F,F,20.5,,20NW,C20,,,,,41770,96
1346,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,ctenid,,,F,F,,2,,18SW,C18,red wolf,,,,41770,
1347,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,CRABRA,,,J,J,J,7,,18NE,C18,grey,,,,41770,
1348,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,CRABRA,,,J,J,J,8,,18SE,C18,grey,,,,41770,
1349,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,CRABRA,new,"LF4,RF13",F,F,JF,14.5,,13NE,C13,brown,,,,41770,0
1350,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,CRABRA,recap,LF2,F,F,F,24,,13SW,C13,brown,,,,41770,68
1351,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,CRABRA,recap,"LF2,RF3",F,F,F,23.5,,8NE,C8,brown,,,,41770,67
1352,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,CRABRA,new,"LF3,RF14",F,F,JF,17.5,,7SE,C7,brown,,,,41770,0
1353,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,CRABRA,recap,"LF4,RF2",M,M,M,18,,12SE,C12,brown,,,,41770,1
1354,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,CRABRA,new,"LF4,RF12",F,F,F,23,,12SW,C12,brown,,,,41770,0
1355,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,CRABRA,,,J,J,J,10.5,,7NW,C7,Phyllobates,,,,41770,
1356,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,CRABRA,,,J,J,J,,,12SE,C12,brown,esc,,,41770,
1357,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,OOPPUM,new,RF13,M,M,M,19,,17SW,C17,,,,,41770,0
1358,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,CRAMEG,new,RF12,F,F,,20,,6NE,C6,black,,,,41770,
1359,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,CRABRA,,,J,J,J,11.5,,6NE,C6,black,,,,41770,
1360,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,CRABRA,,,J,J,J,9.5,,2NE,C2,Phyllobates,,,,41770,
1361,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,ctenid,,,F,F,,1,,4SE,C4,red wolf,,,,41770,
1362,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,CRABRA,,,J,J,J,,,10SW,C10,brown,esc,,,41770,
1363,CE3,3,Castilla elastica,3,C,2,C2,7,11-May-14,41770,May,5,CRABRA,recap,LF3,F,F,JF,17.5,,9SW,C9,brown,,,,41770,68
1364,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,CRABRA,recap,LF3,F,F,JF,18,,9SW,C9,brown,,,,41771,69
1365,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,PHYLUG,,,,,,,,4NE,C4,,esc,,,41771,
1366,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,NINMAC,,,,,,25.8,7.33,4NE,C4,,,,5.9,41771,
1367,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,ctenid,,,F,F,,2,,4SE,C4,red wolf,,,,41771,
1368,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,CRABRA,,,J,J,J,,,9NE,C9,brown,esc,,,41771,
1369,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,NORHUM,new,LF14,J,J,,18,,18NE,C18,,,,,41771,
1370,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,OOPPUM,new,RF14,F,F,F,21,,15NW,C15,,,,,41771,0
1371,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,CRAMEG,new,RF13,M,M,,17.5,,5NE,C5,black,,,,41771,
1372,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,CRABRA,,,J,J,J,,,5NE,C5,brown,esc,,,41771,
1373,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,NORLIM,new,RF4,J,J,,21,,1NW,C1,striped,"twig, 25 cm up",,,41771,
1374,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,CRAMEG,new,RF14,F,F,,17.5,,2NE,C2,black,,,,41771,
1375,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,OOPPUM,recap,RF2,M,M,M,20,,2SE,C2,blue throat w. black patch,calling male,,,41771,69
1376,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,CRABRA,,,J,J,J,10,,6SE,C6,Phyllobates,,,,41771,
1377,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,CRABRA,recap,RF23,M,M,M,19.5,,6NW,C6,brown with chevron,,,,41771,97
1378,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,OOPPUM,recap,RF13,M,M,M,19,,16NE,C16,black throat,,,,41771,1
1379,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,OOPPUM,recap,LF4,F,F,F,20.5,,17SW,C17,,,,,41771,97
1380,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,CRABRA,recap,LF23-M,M,M,M,19,,20SW,C20,streaked with clay heels,,,,41771,97
1381,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,CRABRA,,,J,J,J,8,,12SE,C12,"red back, black head",,,,41771,
1382,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,ctenid,,,F,F,,2,,12SE,C12,red wolf,,,,41771,
1383,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,CRABRA,recap,"LF4,RF2",M,M,M,,,7NE,C7,brown mottled,,,,41771,2
1384,CE3,3,Castilla elastica,3,C,3,C3,8,12-May-14,41771,May,5,CRABRA,recap,"LF4,RF13",F,F,JF,14.5,,18SE,C18,brown with chevron,,,,41771,1
1385,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRABRA,,,,,,,,1NW,C1,brown,esc,,,41771,
1386,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRABRA,new,"LF12,RF1",F,F,F,23,,2SW,C2,brown with light chevron,,,,41771,0
1387,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,ctenid,,,,,,,,3SW,C3,grey wolf,,,,41771,
1388,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRABRA,recap,LF1,F,F,F,27,,3SE,C3,brown,,,,41771,65
1389,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,DIADIA,new,LF2,,,,14,,7SE,C7,,,,,41771,
1390,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRABRA,recap,RF24,F,F,JF,18,,8SW,C8,,,,,41771,64
1391,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,ctenid,,,,,,1,,8NE,C8,,,,,41771,
1392,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRABRA,new,"LF34,RF1",F,F,JF,14,,7NE,C7,,,,,41771,0
1393,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRABRA,new,"LF34,RF2",M,M,JM,14,,7NW,C7,streaked w/ clay heels,,,,41771,0
1394,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRATAL,new,LF12,,,,19,,10SE,C10,,"dark brown, orange groin, white throat, yellow stomach, chin spots, bold upper lip stripes",,,41771,
1395,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRABRA,new,"LF13,RF1",F,F,F,25.5,,5SW,C5,,,,,41771,0
1396,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRAFIT,new,RF2,M,M,,26.5,,4SE,C4,,,,,41771,
1397,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,ctenid,,,,,,1,,10SE,C10,,,,,41771,
1398,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRABRA,new,"LF23,RF1",F,F,JF,14,,9SE,C9,,,,,41771,0
1399,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,OOPPUM,new,"LF1,RF1",F,F,F,19.5,,11NW,C11,,,,,41771,0
1400,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,ctenid,,,,,,2,,11NE,C11,,,,,41771,
1401,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,AMEFES,,,AD,AD,,,,11SE,C11,,,,,41771,
1402,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,ctenid,,,,,,1,,13SE,C13,,,,,41771,
1403,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRAMEG,recap,LF13,,,,,,18SW,C18,,,,,41771,
1404,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRABRA,new,"LF23,RF3",M,M,JM,16,,12NE,C12,,,,,41771,0
1405,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRABRA,recap,LF23,F,F,JF,18,,12NW,C12,,,,,41771,64
1406,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,ctenid,,,,,,1,,14SW,C14,,,,,41771,
1407,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRAFIT,,,J,J,,,,10SE,C10,,,,,41771,
1408,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRABRA,,,AD,AD,,,,14SW,C14,,,,,41771,
1409,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,CRABRA,new,"LF14,RF1",F,F,JF,15,,14NE,C14,,,,,41771,0
1410,CE4,4,Castilla elastica,4,C,3,C3,8,12-May-14,41771,May,5,PRIRID,,,,,,,,14SW,C14,,,,,41771,
1411,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,OOPPUM,new,"LF3,RF1",F,F,F,20.5,,4NW,C4,,edge…,,,41771,0
1412,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRABRA,,,J,J,J,7,,4NW,C4,,,,,41771,
1413,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRABRA,,,J,J,J,,,4NW,C4,"thin white middorsal stripe, generally brown",esc,,,41771,
1414,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRABRA,recap,"LF4,RF24",M,M,M,,,4SE,C4,brown,,,,41771,1
1415,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRABRA,,,J,J,J,,,4SW,C4,Phyllobates,esc,,,41771,
1416,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRAFIT,new,LF23,J,J,,13,,9SE,C9,,,,,41771,
1417,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRABRA,,,J,J,J,9.5,,9SE,C9,brown with tan chevron,,,,41771,
1418,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,NORHUM,new,LF15,M,M,,28,,9NW,C9,,small dewlap,,,41771,
1419,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRABRA,,,J,J,J,,,14SW,C14,black,esc,,,41771,
1420,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRABRA,recap,"LF2,RF3",F,F,F,20.5,,10NE,C10,"brown with clay spots on face, back, and thighs",,,,41771,71
1421,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRAFIT,,,J,J,,11.5,,11NW,C11,,,,,41771,
1422,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRABRA,recap,"LF1,RF3",F,F,F,21,,10SE,C10,brown,,,,41771,71
1423,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRABRA,new,"LF34,RF3",M,M,JM,13.5,,5NE,C5,brown,,,,41771,0
1424,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRABRA,recap,"LF2,RF13",F,F,F,20,,10SE,C10,brown,,,,41771,1
1425,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,NORHUM,new,LF24,F,F,,28.5,,1NE,C1,,small dewlap,,,41771,
1426,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,NORHUM,,,AD,AD,,,,1SE,C1,,esc,,,41771,
1427,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRABRA,,,J,J,J,10.5,,2SW,C2,dark brown,,,,41771,
1428,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,NORHUM,,,AD,AD,,,,2SE,C2,,esc,,,41771,
1429,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRABRA,new,"LF34,RF4",F,F,F,22.5,,11SW,C11,Phyllobates,,,,41771,0
1430,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRABRA,new,"LF24,RF2",M,M,M,18.5,,20SW,C20,brown mottled,,,,41771,0
1431,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,NINSEB,,,J,J,,12.1,,20NW,C20,,,,4.1,41771,
1432,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,ctenid,,,F,F,,2,,20NW,C20,red wolf,,,,41771,
1433,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,SPHCHE,,,,,,,,12SE,C12,,esc,,,41771,
1434,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,ctenid,,,F,F,,2,,6NE,C6,red wolf,,,,41771,
1435,DP8,12,Dipteryx panamensis,8,C,2,C2,7,12-May-14,41771,May,5,CRABRA,,,J,J,J,,,3NW,C3,brown,esc,,,41771,
1436,CE6,14,Castilla elastica,6,C,2,C2,7,12-May-14,41771,May,5,CRABRA,,,J,J,J,11,,1NE,C1,dark brown,,,,41771,
1437,CE6,14,Castilla elastica,6,C,2,C2,7,12-May-14,41771,May,5,CRABRA,,,J,J,J,,,2NW,C2,dark brown,esc,,,41771,
1438,CE6,14,Castilla elastica,6,C,2,C2,7,12-May-14,41771,May,5,CRABRA,new,"LF24,RF3",M,M,M,17.5,,2NE,C2,brown,,,,41771,0
1439,CE6,14,Castilla elastica,6,C,2,C2,7,12-May-14,41771,May,5,ctenid,,,F,F,,2,,3SW,C3,red wolf,,,,41771,
1440,CE6,14,Castilla elastica,6,C,2,C2,7,12-May-14,41771,May,5,ctenid,,,F,F,,1,,3NE,C3,red wolf,,,,41771,
1441,CE6,14,Castilla elastica,6,C,2,C2,7,12-May-14,41771,May,5,OOPPUM,,,AD,AD,,,,8NW,C8,,esc,,,41771,
1442,CE6,14,Castilla elastica,6,C,2,C2,7,12-May-14,41771,May,5,ctenid,,,M,M,,2,,7NW,C7,grey wolf,,,,41771,
1443,CE6,14,Castilla elastica,6,C,2,C2,7,12-May-14,41771,May,5,ctenid,,,M,M,,2,,6SE,C6,grey wolf,,,,41771,
1444,CE6,14,Castilla elastica,6,C,2,C2,7,12-May-14,41771,May,5,OOPPUM,recap,LF1,F,F,F,20.5,,6NE,C6,blue throat,,,,41771,84
1445,CE6,14,Castilla elastica,6,C,2,C2,7,12-May-14,41771,May,5,CRABRA,recap,LF2-M,M,M,M,19,,6SE,C6,Phyllobates,,,,41771,84
1446,CE6,14,Castilla elastica,6,C,2,C2,7,12-May-14,41771,May,5,ctenid,,,F,F,,1,,5SW,C5,red wolf,,,,41771,
1447,CE6,14,Castilla elastica,6,C,2,C2,7,12-May-14,41771,May,5,CRABRA,new,"LF24,RF1",F,F,F,27,,4NW,C4,brown,,,,41771,0
