Sample Number,Locality,Coordinates,Collecting Event Notes,Locality2,County,State,Country,Latitude,Longitude,Date,Tree Number,TreeSpecies,TreeSpecies2,TreeSpecies3,Tree Block,Experiment,Approx. Location,Date Collected,Day,Month,Year,Month2,Month3,Feb,May,Jun,Jul,Aug,Sep,Oct,Nov,Sample Replicate,Grid Cell,Direction,GridCells,Dry Litter Mass (g),Notes,Date Sorted,Sorter,Acari,Parasitiformes,Amblypygy,Amphipoda,Araneae,Blattodea,Chilopoda,Coleoptera,Collembola,Dermaptera,Diplopoda,Diptera,Formicidae,Gastropoda,Hemiptera,Hirudinea,Hymenoptera,Isopoda,Isoptera,Lepidoptera,Mantodea,Onychophora,Opiliones,Orthoptera,Phasmida,Pseudoscorpiones,Ricinulei,Thysanoptera,Worms,Larvae,WormsLarvaeLeeches,Egg,Unknown,Notes
FOLT-231,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43209, -84.01291",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 6); see Brian Folt dissertation for details. FOLT-231.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m south-east where the Camino SURA crosses the Taconazo.",,Heredia Province,Costa Rica,10.43209,-84.01291,18-Aug-14,10,Dipteryx panamensis,Dipteryx,Dipteryx,6,Control,20 m south of SURA @ Taconazo,18-Aug-14,18,August,2014,8,6,0,0,0,0,1,0,0,0,3,5,4,10,21.8,Litter sample,NA,SK,98,0,0,0,3,0,0,8,12,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,
FOLT-232,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43209, -84.01291",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 6); see Brian Folt dissertation for details. FOLT-232.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m south-east where the Camino SURA crosses the Taconazo.",,Heredia Province,Costa Rica,10.43209,-84.01291,18-Aug-14,10,Dipteryx panamensis,Dipteryx,Dipteryx,6,Control,20 m south of SURA @ Taconazo,18-Aug-14,18,August,2014,8,6,0,0,0,0,1,0,0,0,4,7,2,7,21.1,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-232,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43209, -84.01291",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 6); see Brian Folt dissertation for details. FOLT-232.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m south-east where the Camino SURA crosses the Taconazo.",,Heredia Province,Costa Rica,10.43209,-84.01291,18-Aug-14,10,Dipteryx panamensis,Dipteryx,Dipteryx,6,Control,20 m south of SURA @ Taconazo,18-Aug-14,18,August,2014,8,6,0,0,0,0,1,0,0,0,4,7,2,8,21.1,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-232,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43209, -84.01291",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 6); see Brian Folt dissertation for details. FOLT-232.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m south-east where the Camino SURA crosses the Taconazo.",,Heredia Province,Costa Rica,10.43209,-84.01291,18-Aug-14,10,Dipteryx panamensis,Dipteryx,Dipteryx,6,Control,20 m south of SURA @ Taconazo,18-Aug-14,18,August,2014,8,6,0,0,0,0,1,0,0,0,4,7,2,3,21.1,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-233,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43641, -84.01340",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 7); see Brian Folt dissertation for details. FOLT-233.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m north of Camino Experimental Norte (CEN), 425 m.",,Heredia Province,Costa Rica,10.43641,-84.0134,3-Aug-14,11,Dipteryx panamensis,Dipteryx,Dipteryx,7,Control,20 m north of CEN 425 (?),3-Sep-14,3,August,2014,8,6,0,0,0,0,1,0,0,0,1,3,4,3,3.8,Litter sample,NA,BF,16,0,0,0,0,0,0,0,7,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOLT-233,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43641, -84.01340",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 7); see Brian Folt dissertation for details. FOLT-233.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m north of Camino Experimental Norte (CEN), 425 m.",,Heredia Province,Costa Rica,10.43641,-84.0134,3-Aug-14,11,Dipteryx panamensis,Dipteryx,Dipteryx,7,Control,20 m north of CEN 425 (?),3-Sep-14,3,August,2014,8,6,0,0,0,0,1,0,0,0,1,3,4,2,3.8,Litter sample,NA,BF,16,0,0,0,0,0,0,0,7,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOLT-233,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43641, -84.01340",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 7); see Brian Folt dissertation for details. FOLT-233.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m north of Camino Experimental Norte (CEN), 425 m.",,Heredia Province,Costa Rica,10.43641,-84.0134,3-Aug-14,11,Dipteryx panamensis,Dipteryx,Dipteryx,7,Control,20 m north of CEN 425 (?),3-Sep-14,3,August,2014,8,6,0,0,0,0,1,0,0,0,1,3,4,6,3.8,Litter sample,NA,BF,16,0,0,0,0,0,0,0,7,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOLT-233,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43641, -84.01340",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 7); see Brian Folt dissertation for details. FOLT-233.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m north of Camino Experimental Norte (CEN), 425 m.",,Heredia Province,Costa Rica,10.43641,-84.0134,3-Aug-14,11,Dipteryx panamensis,Dipteryx,Dipteryx,7,Control,20 m north of CEN 425 (?),3-Sep-14,3,August,2014,8,6,0,0,0,0,1,0,0,0,1,3,4,7,3.8,Litter sample,NA,BF,16,0,0,0,0,0,0,0,7,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOLT-234,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43641, -84.01340",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 7); see Brian Folt dissertation for details. FOLT-234.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m north of Camino Experimental Norte (CEN), 425 m.",,Heredia Province,Costa Rica,10.43641,-84.0134,3-Aug-14,11,Dipteryx panamensis,Dipteryx,Dipteryx,7,Control,20 m north of CEN 425 (?),3-Sep-14,3,August,2014,8,6,0,0,0,0,1,0,0,0,2,4,1,4,8.4,Litter sample,NA,BF,81,0,0,0,1,0,0,2,29,0,0,6,5,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOLT-234,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43641, -84.01340",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 7); see Brian Folt dissertation for details. FOLT-234.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m north of Camino Experimental Norte (CEN), 425 m.",,Heredia Province,Costa Rica,10.43641,-84.0134,3-Aug-14,11,Dipteryx panamensis,Dipteryx,Dipteryx,7,Control,20 m north of CEN 425 (?),3-Sep-14,3,August,2014,8,6,0,0,0,0,1,0,0,0,2,4,1,5,8.4,Litter sample,NA,BF,81,0,0,0,1,0,0,2,29,0,0,6,5,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOLT-234,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43641, -84.01340",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 7); see Brian Folt dissertation for details. FOLT-234.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m north of Camino Experimental Norte (CEN), 425 m.",,Heredia Province,Costa Rica,10.43641,-84.0134,3-Aug-14,11,Dipteryx panamensis,Dipteryx,Dipteryx,7,Control,20 m north of CEN 425 (?),3-Sep-14,3,August,2014,8,6,0,0,0,0,1,0,0,0,2,4,1,9,8.4,Litter sample,NA,BF,81,0,0,0,1,0,0,2,29,0,0,6,5,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOLT-234,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43641, -84.01340",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 7); see Brian Folt dissertation for details. FOLT-234.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m north of Camino Experimental Norte (CEN), 425 m.",,Heredia Province,Costa Rica,10.43641,-84.0134,3-Aug-14,11,Dipteryx panamensis,Dipteryx,Dipteryx,7,Control,20 m north of CEN 425 (?),3-Sep-14,3,August,2014,8,6,0,0,0,0,1,0,0,0,2,4,1,10,8.4,Litter sample,NA,BF,81,0,0,0,1,0,0,2,29,0,0,6,5,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOLT-235,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43641, -84.01340",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 7); see Brian Folt dissertation for details. FOLT-235.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m north of Camino Experimental Norte (CEN), 425 m.",,Heredia Province,Costa Rica,10.43641,-84.0134,3-Aug-14,11,Dipteryx panamensis,Dipteryx,Dipteryx,7,Control,20 m north of CEN 425 (?),3-Sep-14,3,August,2014,8,6,0,0,0,0,1,0,0,0,3,6,3,6,8,Litter sample,NA,BF,48,0,0,0,4,0,0,1,19,0,0,4,4,0,2,0,0,2,0,0,0,0,1,0,0,0,0,3,0,7,7,0,0,
FOLT-235,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43641, -84.01340",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 7); see Brian Folt dissertation for details. FOLT-235.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m north of Camino Experimental Norte (CEN), 425 m.",,Heredia Province,Costa Rica,10.43641,-84.0134,3-Aug-14,11,Dipteryx panamensis,Dipteryx,Dipteryx,7,Control,20 m north of CEN 425 (?),3-Sep-14,3,August,2014,8,6,0,0,0,0,1,0,0,0,3,6,3,5,8,Litter sample,NA,BF,48,0,0,0,4,0,0,1,19,0,0,4,4,0,2,0,0,2,0,0,0,0,1,0,0,0,0,3,0,7,7,0,0,
FOLT-235,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43641, -84.01340",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 7); see Brian Folt dissertation for details. FOLT-235.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m north of Camino Experimental Norte (CEN), 425 m.",,Heredia Province,Costa Rica,10.43641,-84.0134,3-Aug-14,11,Dipteryx panamensis,Dipteryx,Dipteryx,7,Control,20 m north of CEN 425 (?),3-Sep-14,3,August,2014,8,6,0,0,0,0,1,0,0,0,3,6,3,1,8,Litter sample,NA,BF,48,0,0,0,4,0,0,1,19,0,0,4,4,0,2,0,0,2,0,0,0,0,1,0,0,0,0,3,0,7,7,0,0,
FOLT-235,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43641, -84.01340",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 7); see Brian Folt dissertation for details. FOLT-235.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m north of Camino Experimental Norte (CEN), 425 m.",,Heredia Province,Costa Rica,10.43641,-84.0134,3-Aug-14,11,Dipteryx panamensis,Dipteryx,Dipteryx,7,Control,20 m north of CEN 425 (?),3-Sep-14,3,August,2014,8,6,0,0,0,0,1,0,0,0,3,6,3,2,8,Litter sample,NA,BF,48,0,0,0,4,0,0,1,19,0,0,4,4,0,2,0,0,2,0,0,0,0,1,0,0,0,0,3,0,7,7,0,0,
FOLT-236,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43641, -84.01340",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 7); see Brian Folt dissertation for details. FOLT-236.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m north of Camino Experimental Norte (CEN), 425 m.",,Heredia Province,Costa Rica,10.43641,-84.0134,3-Aug-14,11,Dipteryx panamensis,Dipteryx,Dipteryx,7,Control,20 m north of CEN 425 (?),3-Sep-14,3,August,2014,8,6,0,0,0,0,1,0,0,0,4,10,1,10,1.9,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-236,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43641, -84.01340",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 7); see Brian Folt dissertation for details. FOLT-236.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m north of Camino Experimental Norte (CEN), 425 m.",,Heredia Province,Costa Rica,10.43641,-84.0134,3-Aug-14,11,Dipteryx panamensis,Dipteryx,Dipteryx,7,Control,20 m north of CEN 425 (?),3-Sep-14,3,August,2014,8,6,0,0,0,0,1,0,0,0,4,10,1,15,1.9,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-236,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43641, -84.01340",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 7); see Brian Folt dissertation for details. FOLT-236.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 20 m north of Camino Experimental Norte (CEN), 425 m.",,Heredia Province,Costa Rica,10.43641,-84.0134,3-Aug-14,11,Dipteryx panamensis,Dipteryx,Dipteryx,7,Control,20 m north of CEN 425 (?),3-Sep-14,3,August,2014,8,6,0,0,0,0,1,0,0,0,4,10,1,16,1.9,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-237,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43663, -84.01184",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 8); see Brian Folt dissertation for details. FOLT-237.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 35 m north of Camino Experimental Norte (CEN), 265 m.",,Heredia Province,Costa Rica,10.43663,-84.01184,26-Aug-14,12,Dipteryx panamensis,Dipteryx,Dipteryx,8,Control,35 m north of CEN 265,26-Aug-14,26,August,2014,8,6,0,0,0,0,1,0,0,0,1,4,4,4,19.7,Litter sample,NA,BF,37,0,0,0,1,0,0,1,15,0,0,2,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,6,0,0,
FOLT-237,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43663, -84.01184",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 8); see Brian Folt dissertation for details. FOLT-237.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 35 m north of Camino Experimental Norte (CEN), 265 m.",,Heredia Province,Costa Rica,10.43663,-84.01184,26-Aug-14,12,Dipteryx panamensis,Dipteryx,Dipteryx,8,Control,35 m north of CEN 265,26-Aug-14,26,August,2014,8,6,0,0,0,0,1,0,0,0,1,4,4,9,19.7,Litter sample,NA,BF,37,0,0,0,1,0,0,1,15,0,0,2,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,6,0,0,
FOLT-238,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43663, -84.01184",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 8); see Brian Folt dissertation for details. FOLT-238.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 35 m north of Camino Experimental Norte (CEN), 265 m.",,Heredia Province,Costa Rica,10.43663,-84.01184,26-Aug-14,12,Dipteryx panamensis,Dipteryx,Dipteryx,8,Control,35 m north of CEN 265,26-Aug-14,26,August,2014,8,6,0,0,0,0,1,0,0,0,2,9,1,9,7.1,Litter sample,NA,SK,30,0,0,0,1,0,0,0,8,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,
FOLT-238,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43663, -84.01184",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 8); see Brian Folt dissertation for details. FOLT-238.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 35 m north of Camino Experimental Norte (CEN), 265 m.",,Heredia Province,Costa Rica,10.43663,-84.01184,26-Aug-14,12,Dipteryx panamensis,Dipteryx,Dipteryx,8,Control,35 m north of CEN 265,26-Aug-14,26,August,2014,8,6,0,0,0,0,1,0,0,0,2,9,1,10,7.1,Litter sample,NA,SK,30,0,0,0,1,0,0,0,8,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,
FOLT-238,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43663, -84.01184",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 8); see Brian Folt dissertation for details. FOLT-238.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 35 m north of Camino Experimental Norte (CEN), 265 m.",,Heredia Province,Costa Rica,10.43663,-84.01184,26-Aug-14,12,Dipteryx panamensis,Dipteryx,Dipteryx,8,Control,35 m north of CEN 265,26-Aug-14,26,August,2014,8,6,0,0,0,0,1,0,0,0,2,9,1,14,7.1,Litter sample,NA,SK,30,0,0,0,1,0,0,0,8,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,
FOLT-238,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43663, -84.01184",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 8); see Brian Folt dissertation for details. FOLT-238.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 35 m north of Camino Experimental Norte (CEN), 265 m.",,Heredia Province,Costa Rica,10.43663,-84.01184,26-Aug-14,12,Dipteryx panamensis,Dipteryx,Dipteryx,8,Control,35 m north of CEN 265,26-Aug-14,26,August,2014,8,6,0,0,0,0,1,0,0,0,2,9,1,15,7.1,Litter sample,NA,SK,30,0,0,0,1,0,0,0,8,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,
FOLT-239,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43663, -84.01184",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 8); see Brian Folt dissertation for details. FOLT-239.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 35 m north of Camino Experimental Norte (CEN), 265 m.",,Heredia Province,Costa Rica,10.43663,-84.01184,26-Aug-14,12,Dipteryx panamensis,Dipteryx,Dipteryx,8,Control,35 m north of CEN 265,26-Aug-14,26,August,2014,8,6,0,0,0,0,1,0,0,0,3,15,1,15,12.4,Litter sample,NA,BF,18,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,0,0,
FOLT-239,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43663, -84.01184",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 8); see Brian Folt dissertation for details. FOLT-239.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 35 m north of Camino Experimental Norte (CEN), 265 m.",,Heredia Province,Costa Rica,10.43663,-84.01184,26-Aug-14,12,Dipteryx panamensis,Dipteryx,Dipteryx,8,Control,35 m north of CEN 265,26-Aug-14,26,August,2014,8,6,0,0,0,0,1,0,0,0,3,15,1,16,12.4,Litter sample,NA,BF,18,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,0,0,
FOLT-239,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43663, -84.01184",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 8); see Brian Folt dissertation for details. FOLT-239.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 35 m north of Camino Experimental Norte (CEN), 265 m.",,Heredia Province,Costa Rica,10.43663,-84.01184,26-Aug-14,12,Dipteryx panamensis,Dipteryx,Dipteryx,8,Control,35 m north of CEN 265,26-Aug-14,26,August,2014,8,6,0,0,0,0,1,0,0,0,3,15,1,19,12.4,Litter sample,NA,BF,18,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,0,0,
FOLT-239,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43663, -84.01184",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 8); see Brian Folt dissertation for details. FOLT-239.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 35 m north of Camino Experimental Norte (CEN), 265 m.",,Heredia Province,Costa Rica,10.43663,-84.01184,26-Aug-14,12,Dipteryx panamensis,Dipteryx,Dipteryx,8,Control,35 m north of CEN 265,26-Aug-14,26,August,2014,8,6,0,0,0,0,1,0,0,0,3,15,1,20,12.4,Litter sample,NA,BF,18,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,0,0,
FOLT-240,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43663, -84.01184",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 8); see Brian Folt dissertation for details. FOLT-240.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 35 m north of Camino Experimental Norte (CEN), 265 m.",,Heredia Province,Costa Rica,10.43663,-84.01184,26-Aug-14,12,Dipteryx panamensis,Dipteryx,Dipteryx,8,Control,35 m north of CEN 265,26-Aug-14,26,August,2014,8,6,0,0,0,0,1,0,0,0,4,19,2,19,11.5,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-240,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43663, -84.01184",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 8); see Brian Folt dissertation for details. FOLT-240.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 35 m north of Camino Experimental Norte (CEN), 265 m.",,Heredia Province,Costa Rica,10.43663,-84.01184,26-Aug-14,12,Dipteryx panamensis,Dipteryx,Dipteryx,8,Control,35 m north of CEN 265,26-Aug-14,26,August,2014,8,6,0,0,0,0,1,0,0,0,4,19,2,20,11.5,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-240,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43663, -84.01184",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 8); see Brian Folt dissertation for details. FOLT-240.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 35 m north of Camino Experimental Norte (CEN), 265 m.",,Heredia Province,Costa Rica,10.43663,-84.01184,26-Aug-14,12,Dipteryx panamensis,Dipteryx,Dipteryx,8,Control,35 m north of CEN 265,26-Aug-14,26,August,2014,8,6,0,0,0,0,1,0,0,0,4,19,2,15,11.5,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
