Sample Number,Locality,Coordinates,Collecting Event Notes,Locality2,County,State,Country,Latitude,Longitude,Date,Tree Number,TreeSpecies,TreeSpecies2,TreeSpecies3,Tree Block,Experiment,Approx. Location,Date Collected,Day,Month,Year,Month2,Month3,Feb,May,Jun,Jul,Aug,Sep,Oct,Nov,Sample Replicate,Grid Cell,Direction,GridCells,Dry Litter Mass (g),Notes,Date Sorted,Sorter,Acari,Parasitiformes,Amblypygy,Amphipoda,Araneae,Blattodea,Chilopoda,Coleoptera,Collembola,Dermaptera,Diplopoda,Diptera,Formicidae,Gastropoda,Hemiptera,Hirudinea,Hymenoptera,Isopoda,Isoptera,Lepidoptera,Mantodea,Onychophora,Opiliones,Orthoptera,Phasmida,Pseudoscorpiones,Ricinulei,Thysanoptera,Worms,Larvae,WormsLarvaeLeeches,Egg,Unknown,Notes
FOLT-122,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-122.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,29-Jun-14,3,Castilla elastica,Castilla (supplemented),Castilla,3,Experimental,200 m south from CES 700,29-Jun-14,29,June,2014,6,4,0,0,1,0,0,0,0,0,2,12,3,6,199.6,NA,4-Nov-15,BF,NA,0,0,0,10,0,0,7,NA,0,35,20,55,2,0,8,0,16,0,0,0,0,4,11,0,0,0,0,0,32,40,0,4,Not reliable counts of ACARI or COLLEMBOLA
FOLT-122,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-122.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,29-Jun-14,3,Castilla elastica,Castilla (supplemented),Castilla,3,Experimental,200 m south from CES 700,29-Jun-14,29,June,2014,6,4,0,0,1,0,0,0,0,0,2,12,3,7,199.6,NA,4-Nov-15,BF,NA,0,0,0,10,0,0,7,NA,0,35,20,55,2,0,8,0,16,0,0,0,0,4,11,0,0,0,0,0,32,40,0,4,Not reliable counts of ACARI or COLLEMBOLA
FOLT-123,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-123.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,29-Jun-14,3,Castilla elastica,Castilla (supplemented),Castilla,3,Experimental,200 m south from CES 700,29-Jun-14,29,June,2014,6,4,0,0,1,0,0,0,0,0,3,13,4,13,82.5,NA,4-Nov-15,SK,265,0,0,0,16,0,0,21,80,0,11,3,25,0,0,13,0,6,0,0,0,0,1,0,0,20,0,4,0,49,62,0,3,
FOLT-123,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-123.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,29-Jun-14,3,Castilla elastica,Castilla (supplemented),Castilla,3,Experimental,200 m south from CES 700,29-Jun-14,29,June,2014,6,4,0,0,1,0,0,0,0,0,3,13,4,12,82.5,NA,4-Nov-15,SK,265,0,0,0,16,0,0,21,80,0,11,3,25,0,0,13,0,6,0,0,0,0,1,0,0,20,0,4,0,49,62,0,3,
FOLT-123,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-123.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,29-Jun-14,3,Castilla elastica,Castilla (supplemented),Castilla,3,Experimental,200 m south from CES 700,29-Jun-14,29,June,2014,6,4,0,0,1,0,0,0,0,0,3,13,4,17,82.5,NA,4-Nov-15,SK,265,0,0,0,16,0,0,21,80,0,11,3,25,0,0,13,0,6,0,0,0,0,1,0,0,20,0,4,0,49,62,0,3,
FOLT-123,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-123.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,29-Jun-14,3,Castilla elastica,Castilla (supplemented),Castilla,3,Experimental,200 m south from CES 700,29-Jun-14,29,June,2014,6,4,0,0,1,0,0,0,0,0,3,13,4,18,82.5,NA,4-Nov-15,SK,265,0,0,0,16,0,0,21,80,0,11,3,25,0,0,13,0,6,0,0,0,0,1,0,0,20,0,4,0,49,62,0,3,
FOLT-124,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-124.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,29-Jun-14,3,Castilla elastica,Castilla (supplemented),Castilla,3,Experimental,200 m south from CES 700,29-Jun-14,29,June,2014,6,4,0,0,1,0,0,0,0,0,4,14,3,14,92.2,NA,NA,BF,84,0,0,0,9,0,0,25,50,0,1,3,130,1,2,0,0,3,0,0,0,0,1,0,0,2,0,0,0,11,11,0,0,
FOLT-124,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43248, -84.01205",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (supplemented; replicate 2; CE tree 3); see Brian Folt dissertation for details. FOLT-124.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimentla Sur (CES), 700 m.",,Heredia Province,Costa Rica,10.43248,-84.01205,29-Jun-14,3,Castilla elastica,Castilla (supplemented),Castilla,3,Experimental,200 m south from CES 700,29-Jun-14,29,June,2014,6,4,0,0,1,0,0,0,0,0,4,14,3,9,92.2,NA,NA,BF,84,0,0,0,9,0,0,25,50,0,1,3,130,1,2,0,0,3,0,0,0,0,1,0,0,2,0,0,0,11,11,0,0,
FOLT-125,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-125.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,3-Jun-14,4,Castilla elastica,Castilla (control),Castilla,4,Control,200 m south from CES 725,3-Jun-14,3,June,2014,6,4,0,0,1,0,0,0,0,0,1,2,3,2,74.8,Litter sample,NA,SK,330,0,0,0,11,5,0,40,135,0,10,11,17,0,0,13,0,3,0,0,0,0,2,1,0,8,0,6,0,17,30,0,1,
FOLT-125,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-125.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,3-Jun-14,4,Castilla elastica,Castilla (control),Castilla,4,Control,200 m south from CES 725,3-Jun-14,3,June,2014,6,4,0,0,1,0,0,0,0,0,1,2,3,1,74.8,Litter sample,NA,SK,330,0,0,0,11,5,0,40,135,0,10,11,17,0,0,13,0,3,0,0,0,0,2,1,0,8,0,6,0,17,30,0,1,
FOLT-126,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-126.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,3-Jun-14,4,Castilla elastica,Castilla (control),Castilla,4,Control,200 m south from CES 725,3-Jun-14,3,June,2014,6,4,0,0,1,0,0,0,0,0,2,5,4,,45.4,Litter sample,NA,BF,230,0,0,0,9,1,1,21,130,0,3,4,13,0,9,0,0,5,0,0,0,0,1,2,0,0,0,0,0,23,23,0,6,
FOLT-127,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-127.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,3-Jun-14,4,Castilla elastica,Castilla (control),Castilla,4,Control,200 m south from CES 725,3-Jun-14,3,June,2014,6,4,0,0,1,0,0,0,0,0,3,20,3,20,60.4,Litter sample,NA,SK,205,0,0,0,10,0,0,25,82,0,0,17,7,0,0,46,0,4,0,0,0,0,0,7,0,0,0,0,0,38,84,0,0,
FOLT-127,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-127.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,3-Jun-14,4,Castilla elastica,Castilla (control),Castilla,4,Control,200 m south from CES 725,3-Jun-14,3,June,2014,6,4,0,0,1,0,0,0,0,0,3,20,3,19,60.4,Litter sample,NA,SK,205,0,0,0,10,0,0,25,82,0,0,17,7,0,0,46,0,4,0,0,0,0,0,7,0,0,0,0,0,38,84,0,0,
FOLT-127,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-127.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,3-Jun-14,4,Castilla elastica,Castilla (control),Castilla,4,Control,200 m south from CES 725,3-Jun-14,3,June,2014,6,4,0,0,1,0,0,0,0,0,3,20,3,15,60.4,Litter sample,NA,SK,205,0,0,0,10,0,0,25,82,0,0,17,7,0,0,46,0,4,0,0,0,0,0,7,0,0,0,0,0,38,84,0,0,
FOLT-127,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-127.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,3-Jun-14,4,Castilla elastica,Castilla (control),Castilla,4,Control,200 m south from CES 725,3-Jun-14,3,June,2014,6,4,0,0,1,0,0,0,0,0,3,20,3,16,60.4,Litter sample,NA,SK,205,0,0,0,10,0,0,25,82,0,0,17,7,0,0,46,0,4,0,0,0,0,0,7,0,0,0,0,0,38,84,0,0,
FOLT-128,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-128.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,3-Jun-14,4,Castilla elastica,Castilla (control),Castilla,4,Control,200 m south from CES 725,3-Jun-14,3,June,2014,6,4,0,0,1,0,0,0,0,0,4,21,4,21,25.1,Litter sample,NA,BF,83,0,0,0,2,0,0,2,29,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,6,6,0,0,
FOLT-128,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43266, -84.01234",Arthropods from random 30 cm x 30 cm litter sample collected beneath Castilla elastica (control; replicate 2; CE tree 4); see Brian Folt dissertation for details. FOLT-128.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 200 m south from Camino Experimental Sur (CES), 725 m.",,Heredia Province,Costa Rica,10.43266,-84.01234,3-Jun-14,4,Castilla elastica,Castilla (control),Castilla,4,Control,200 m south from CES 725,3-Jun-14,3,June,2014,6,4,0,0,1,0,0,0,0,0,4,21,4,20,25.1,Litter sample,NA,BF,83,0,0,0,2,0,0,2,29,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,6,6,0,0,
FOLT-129,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01069",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-129.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,14-Jun-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"47 m east of  southern-most tower, healthy tree",14-Jun-14,14,June,2014,6,4,0,0,1,0,0,0,0,0,1,7,1,7,13.7,Litter sample,NA,BF,35,0,0,0,1,0,0,0,18,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,
FOLT-129,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01069",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-129.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,14-Jun-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"47 m east of  southern-most tower, healthy tree",14-Jun-14,14,June,2014,6,4,0,0,1,0,0,0,0,0,1,7,1,8,13.7,Litter sample,NA,BF,35,0,0,0,1,0,0,0,18,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,
FOLT-129,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01069",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-129.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,14-Jun-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"47 m east of  southern-most tower, healthy tree",14-Jun-14,14,June,2014,6,4,0,0,1,0,0,0,0,0,1,7,1,12,13.7,Litter sample,NA,BF,35,0,0,0,1,0,0,0,18,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,
FOLT-129,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01069",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-129.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,14-Jun-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"47 m east of  southern-most tower, healthy tree",14-Jun-14,14,June,2014,6,4,0,0,1,0,0,0,0,0,1,7,1,13,13.7,Litter sample,NA,BF,35,0,0,0,1,0,0,0,18,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,
FOLT-130,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01070",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-130.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,14-Jun-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"48 m east of  southern-most tower, healthy tree",14-Jun-14,14,June,2014,6,4,0,0,1,0,0,0,0,0,2,8,2,8,38.8,Litter sample,NA,BF,140,0,0,0,4,0,0,5,10,0,0,0,66,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,
FOLT-131,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01071",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-131.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,14-Jun-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"49 m east of  southern-most tower, healthy tree",14-Jun-14,14,June,2014,6,4,0,0,1,0,0,0,0,0,3,9,3,9,42,Litter sample,NA,BF,440,0,0,0,8,0,1,9,62,0,5,3,25,0,0,3,0,2,0,0,0,0,0,3,0,2,0,1,0,13,16,0,0,
FOLT-131,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01071",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-131.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,14-Jun-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"49 m east of  southern-most tower, healthy tree",14-Jun-14,14,June,2014,6,4,0,0,1,0,0,0,0,0,3,9,3,4,42,Litter sample,NA,BF,440,0,0,0,8,0,1,9,62,0,5,3,25,0,0,3,0,2,0,0,0,0,0,3,0,2,0,1,0,13,16,0,0,
FOLT-132,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01071",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-132.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,14-Jun-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"50 m east of  southern-most tower, healthy tree",14-Jun-14,14,June,2014,6,4,0,0,1,0,0,0,0,0,4,21,2,21,23.7,Litter sample,NA,BF,140,0,0,0,5,1,0,15,37,0,3,2,17,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,55,55,0,0,
FOLT-132,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01071",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-132.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,14-Jun-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"50 m east of  southern-most tower, healthy tree",14-Jun-14,14,June,2014,6,4,0,0,1,0,0,0,0,0,4,21,2,17,23.7,Litter sample,NA,BF,140,0,0,0,5,1,0,15,37,0,3,2,17,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,55,55,0,0,
FOLT-132,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43153, -84.01071",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 1); see Brian Folt dissertation for details. FOLT-132.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 47 m east of  southern-most research tower (Tower 3).",,Heredia Province,Costa Rica,10.43153,-84.0107,14-Jun-14,5,Dipteryx panamensis,Dipteryx,Dipteryx,1,Control,"50 m east of  southern-most tower, healthy tree",14-Jun-14,14,June,2014,6,4,0,0,1,0,0,0,0,0,4,21,2,18,23.7,Litter sample,NA,BF,140,0,0,0,5,1,0,15,37,0,3,2,17,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,55,55,0,0,
FOLT-133,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43217, -84.01101",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 2); see Brian Folt dissertation for details. FOLT-133.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 30 m west of southern-most tower (Tower 3).",,Heredia Province,Costa Rica,10.43217,-84.01101,8-Jun-14,6,Dipteryx panamensis,Dipteryx,Dipteryx,2,Control,30 m west of southern-most tower; hollowed tree,8-Jun-14,8,June,2014,6,4,0,0,1,0,0,0,0,0,1,4,4,4,26,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-133,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43217, -84.01101",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 2); see Brian Folt dissertation for details. FOLT-133.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 30 m west of southern-most tower (Tower 3).",,Heredia Province,Costa Rica,10.43217,-84.01101,8-Jun-14,6,Dipteryx panamensis,Dipteryx,Dipteryx,2,Control,30 m west of southern-most tower; hollowed tree,8-Jun-14,8,June,2014,6,4,0,0,1,0,0,0,0,0,1,4,4,9,26,Litter sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FOLT-134,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43217, -84.01101",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 2); see Brian Folt dissertation for details. FOLT-134.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 30 m west of southern-most tower (Tower 3).",,Heredia Province,Costa Rica,10.43217,-84.01101,8-Jun-14,6,Dipteryx panamensis,Dipteryx,Dipteryx,2,Control,31 m west of southern-most tower; hollowed tree,8-Jun-14,8,June,2014,6,4,0,0,1,0,0,0,0,0,2,7,1,7,24.2,Litter sample,NA,SK,165,0,0,0,0,0,1,10,22,0,8,3,14,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
FOLT-134,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43217, -84.01101",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 2); see Brian Folt dissertation for details. FOLT-134.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 30 m west of southern-most tower (Tower 3).",,Heredia Province,Costa Rica,10.43217,-84.01101,8-Jun-14,6,Dipteryx panamensis,Dipteryx,Dipteryx,2,Control,31 m west of southern-most tower; hollowed tree,8-Jun-14,8,June,2014,6,4,0,0,1,0,0,0,0,0,2,7,1,8,24.2,Litter sample,NA,SK,165,0,0,0,0,0,1,10,22,0,8,3,14,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
FOLT-134,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica","10.43217, -84.01101",Arthropods from a random 30 cm x 30 cm litter sample collected beneath Dipteryx panamensis (replicate tree 2); see Brian Folt dissertation for details. FOLT-134.,"La Selva Biological Station, 3 km south of Puerto Viejo de Sarapiquí, Heredia Province, Costa Rica; 30 m west of southern-most tower (Tower 3).",,Heredia Province,Costa Rica,10.43217,-84.01101,8-Jun-14,6,Dipteryx panamensis,Dipteryx,Dipteryx,2,Control,31 m west of southern-most tower; hollowed tree,8-Jun-14,8,June,2014,6,4,0,0,1,0,0,0,0,0,2,7,1,12,24.2,Litter sample,NA,SK,165,0,0,0,0,0,1,10,22,0,8,3,14,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
